conversation_id,customer_message,agent_response
96659,It was next day Delivery FYI!!! PLEASE DELIVER TODAY OR CANCEL THE ORDER ORDER WILL BE REFUCED AT THE TIME OF DELIVERY.,"My apologies about the delay, Abhishek. Allow our support team to look into this. You can connect with us here: and we'll have this checked for you right way."
96665,"Nein. Auch keine Karte. Leider kein Einzelfall, in den letzten 2-3 Wochen häuft es sich. Pakete ohne Zustellversuch bei Läden abgegeben oder Angeblich nicht angetroffen. Ein Paket ist ganz verschwunden. Support ist informiert, aber so geht es nicht weiter!","Der Support wird die nötigen Schritte in die Wege leiten. Bitte melde dich nochmal, wenn wir etwas tun können."
96836,"I noticed that song ""ride"" does not play at all... Even though I have downloaded it....","I'm sorry to hear about this! What device are you using? Are you having trouble with any other downloaded music, or just one song?"
98597,merci pour la livraison avant l'heure de #U2SongsOfExperience 😀,Ohhh je suis ravie pour vous 😍 Fan de U2 ?
98659,Los de han conseguido que el siguiente pedido de me llegue a un locker. Allí sí reparte Seur y llegan al día siguiente (que para eso tengo el prime).,"Hola Rafa, ¿tienes algún pedido pendiente o algún inconveniente con la entrega?"
99770,"Entiendo que pueda estar sobrecargado pero no admito la falta de consideración ni la mentira, si no lo recibimos hoy, mañana mi hija sale de viaje, le diré que lo devuelva","Comprendemos tu molestia. En este caso, te recomendamos que reportes la situación directamente con nuestros compañeros de Soporte al Clienta para brindarte asistencia personalizada."
99861,"The original date was 11/27 (I ordered on Sunday), then it became 11/28, and now it's ""we hope you get it by Saturday""","Have you tried reaching out to the carrier? If so, what options or insight was provided?"
101735,"Ha pasado más de un mes de una devolución a y todavía no ha dado señales de vida, para comprar si que es fácil....#comerciolocal",Lamentamos los inconvenientes con tu devolución Javier. Podrías indicarnos si el producto que devolviste era vendido o gestionado por Amazon o si era de un vendedor externo?
101775,idk why I pay for prime anymore... my packages haven’t been coming in two days & even tho I specified to leave items on the porch they keep throwing my packages on the lawn or in the flower bed. Unacceptable.,"Are you noticing this trend with a specific carrier? We'd like to help, but need more information!"
102897,Normal de recevoir une carte graphique sans carton de livraison et ouverte dans cet état ?,"Bonsoir, je suis vraiment désolée que l'article soit arrivé dans cet état, est-ce que l'article est intact ?"
102967,Je n'y crois pas un seul instant. Je n'aime pas qu'on me mente ou qu'on me manque de respect. Votre service clientèle n'est plus ce qu'il était.,Avez-vous reçu un retour par notre service?
103108,Which one of you is to blame 😧,"Hi, Alyzande! Please visit us here for some troubleshooting information:"
103998,È facile dire mi dispiace,purtroppo da Twitter non abbiamo modo di verificare il tuo ordine. Per assistenza puoi contattare i miei colleghi del Servizio Clienti al link: Buona serata!
105096,hi! I ordered eight trackers and only got six in the bag. What should I do?,"I'm sorry you received less than you ordered! We'd be happy to help! When you have the time, please visit us here: and we can explore our return options."
105158,Yesterday I was promised delivery today. The person tried to phone today but I was teaching. When I phoned I apparently wasn’t able to be transferred to him or speak to a manager. Amazon you promise much and deliver little. It’s becoming more frequent.,I understand. I would like someone from our Social Media team to look into this for you. You can reach out to us here:
105281,"I’m having some trouble with Alexa, any troubleshooting tips?",I'm sorry to hear this! We'd love to help. Can you provide more info on the issue you need to troubleshoot?
107233,so much for service? screw all your deliveries. Then proceed to be the rudest customer service explaining sometimes the drivers decide to not deliver. sarcastically end the conversation and delete the chat. Beyond annoyed. Prime is so great now,"I'm sorry to hear about the experience you've had with us! Please give us another chance to help you. Without providing your account details, can you give us more information on the issue you're having?"
107246,Can help me with my statistics class? #MBA2018,"I can't promise it will help with your class, but there is a statistics skill you can add! 📈 We have a variety of skills to expand the things Alexa can help with. Additional details can be found here:"
107304,"any idea all day been waiting, it dose not take all day to get from Enfield to Harlow now does it.....","I'm sorry to hear about the recent delivery issues! Couriers are out making deliveries until 21:00, if not received by then, please reach us directly via phone or chat so we can look into available options for you:"
108160,"Não consigo efetivar minha compra no cartão de débito com vocês, . Vocês podem ajudar ???","Olá Sérgio! Sentimos o acontecido, me diga, apareceu alguma mensajem de erro ou você recebeu algum e-mail informando sobre algum incoveniente?"
108267,"vaya vergüenza de servicio. Primero me pierden un pedido, después vienen a entregarme otro cuando he pedido un horario específico, paquetes abiertos... ¡Vergüenza de servicio! #BlackTimo #AmazonDeVergüenza","María, lamentamos mucho que tu experiencia fuera insatisfactoria, en este caso, te solicitamos enviar tus comentarios a nuestro Centro de Servicio para que ellos trabajen en la mejora de nuestra plataforma al siguiente enlace:"
109780,"Oh, I always have issues with Amazon couriers. It's super sketch just to have a random dude show up with an Amazon package for you with no identifying logo. And why does it matter if it's 3rd party or not? It's still your platform, your responsibility.","If we've missed the delivery date provided in your Order Confirmation e-mail, we're happy to review available options with you here:"
109819,has literally delayed my prime delivery twice now and I feel like an asshole complaining about a first world problems but cmon,"I'm very sorry for the delays, Richard! Has there been any reason given why the delivery was delayed?"
